date,val
31-Mar-17,1.0691
3-Apr-17,1.0661
4-Apr-17,1.0651
5-Apr-17,1.0678
6-Apr-17,1.0666
7-Apr-17,1.063
10-Apr-17,1.0578
11-Apr-17,1.0616
12-Apr-17,1.0605
13-Apr-17,1.063
14-Apr-17,
17-Apr-17,
18-Apr-17,1.0682
19-Apr-17,1.0725
20-Apr-17,1.0745
21-Apr-17,1.0698
24-Apr-17,1.0848
25-Apr-17,1.0891
26-Apr-17,1.0893
27-Apr-17,1.0881
28-Apr-17,1.093
1-May-17,
2-May-17,1.0915
3-May-17,1.0919
4-May-17,1.0927
5-May-17,1.0961
8-May-17,1.0938
9-May-17,1.0888
10-May-17,1.0882
11-May-17,1.086
12-May-17,1.0876
15-May-17,1.0972
16-May-17,1.1059
17-May-17,1.1117
18-May-17,1.1129
19-May-17,1.1179
22-May-17,1.1243
23-May-17,1.1215
24-May-17,1.1193
25-May-17,1.1214
26-May-17,1.1196
30-May-17,1.1173
31-May-17,1.1221
1-Jun-17,1.1219
2-Jun-17,1.1217
5-Jun-17,1.1249
6-Jun-17,1.1258
7-Jun-17,1.1217
8-Jun-17,1.1229
9-Jun-17,1.1176
12-Jun-17,1.1221
13-Jun-17,1.1217
14-Jun-17,1.1203
15-Jun-17,1.1166
16-Jun-17,1.1167
19-Jun-17,1.1199
20-Jun-17,1.1156
21-Jun-17,1.1147
22-Jun-17,1.1169
23-Jun-17,1.1173
26-Jun-17,1.1187
27-Jun-17,1.1278
28-Jun-17,1.1375
29-Jun-17,1.1413
30-Jun-17,1.1412
3-Jul-17,1.1369
5-Jul-17,1.1329
6-Jul-17,1.1385
7-Jul-17,1.1412
10-Jul-17,1.1387
11-Jul-17,1.1405
12-Jul-17,1.1449
13-Jul-17,1.1417
14-Jul-17,1.1415
17-Jul-17,1.1462
18-Jul-17,1.1555
19-Jul-17,1.1533
20-Jul-17,1.1485
21-Jul-17,1.1642
24-Jul-17,1.1648
25-Jul-17,1.1694
26-Jul-17,1.1644
27-Jul-17,1.1694
28-Jul-17,1.1729
31-Jul-17,1.1727
1-Aug-17,1.1812
2-Aug-17,1.1829
3-Aug-17,1.186
4-Aug-17,1.1868
7-Aug-17,1.1797
8-Aug-17,1.1814
9-Aug-17,1.1731
10-Aug-17,1.1732
11-Aug-17,1.1765
14-Aug-17,1.1797
15-Aug-17,1.1744
16-Aug-17,1.171
17-Aug-17,1.1697
18-Aug-17,1.174
21-Aug-17,1.1761
22-Aug-17,1.1771
23-Aug-17,1.1799
24-Aug-17,1.1806
25-Aug-17,1.1808
28-Aug-17,1.1925
29-Aug-17,1.2048
30-Aug-17,1.1916
31-Aug-17,1.1825
1-Sep-17,1.192
5-Sep-17,1.189
6-Sep-17,1.1931
7-Sep-17,1.1971
8-Sep-17,1.206
11-Sep-17,1.1997
12-Sep-17,1.1933
13-Sep-17,1.1979
14-Sep-17,1.1885
15-Sep-17,1.1963
18-Sep-17,1.1948
19-Sep-17,1.1972
20-Sep-17,1.2007
21-Sep-17,1.1905
22-Sep-17,1.1961
25-Sep-17,1.1867
26-Sep-17,1.1787
27-Sep-17,1.1741
28-Sep-17,1.1778
29-Sep-17,1.1806
2-Oct-17,1.1744
3-Oct-17,1.1753
4-Oct-17,1.1787
5-Oct-17,1.1742
6-Oct-17,1.1707
10-Oct-17,1.1797
11-Oct-17,1.183
12-Oct-17,1.1856
13-Oct-17,1.181
16-Oct-17,1.1803
17-Oct-17,1.1759
18-Oct-17,1.1749
19-Oct-17,1.1834
20-Oct-17,1.1818
23-Oct-17,1.174
24-Oct-17,1.1761
25-Oct-17,1.1785
26-Oct-17,1.1753
27-Oct-17,1.1605
30-Oct-17,1.1612
31-Oct-17,1.1638
1-Nov-17,1.1612
2-Nov-17,1.1645
3-Nov-17,1.1657
6-Nov-17,1.159
7-Nov-17,1.1562
8-Nov-17,1.159
9-Nov-17,1.163
10-Nov-17,1.1654
13-Nov-17,1.1656
14-Nov-17,1.1745
15-Nov-17,1.184
16-Nov-17,1.1771
17-Nov-17,1.1795
20-Nov-17,1.1781
21-Nov-17,1.1718
22-Nov-17,1.1749
27-Nov-17,1.1952
28-Nov-17,1.1888
29-Nov-17,1.1827
30-Nov-17,1.1849
1-Dec-17,1.1885
4-Dec-17,1.1865
5-Dec-17,1.1847
6-Dec-17,1.1817
7-Dec-17,1.1786
8-Dec-17,1.1742
11-Dec-17,1.1796
12-Dec-17,1.1766
13-Dec-17,1.1736
14-Dec-17,1.1845
15-Dec-17,1.1806
18-Dec-17,1.1795
19-Dec-17,1.1823
20-Dec-17,1.1845
21-Dec-17,1.1859
22-Dec-17,1.1853
26-Dec-17,
27-Dec-17,1.1895
28-Dec-17,1.1934
29-Dec-17,1.1993
2-Jan-18,1.2065
3-Jan-18,1.2023
4-Jan-18,1.2065
5-Jan-18,1.2045
8-Jan-18,1.1973
9-Jan-18,1.1932
10-Jan-18,1.1992
11-Jan-18,1.2017
12-Jan-18,1.2137
16-Jan-18,1.223
17-Jan-18,1.2203
18-Jan-18,1.2235
19-Jan-18,1.2255
22-Jan-18,1.2239
23-Jan-18,1.2249
24-Jan-18,1.2352
25-Jan-18,1.2407
26-Jan-18,1.2436
29-Jan-18,1.2379
30-Jan-18,1.2421
31-Jan-18,1.2457
1-Feb-18,1.2459
2-Feb-18,1.2492
5-Feb-18,1.244
6-Feb-18,1.2329
7-Feb-18,1.2338
8-Feb-18,1.2252
9-Feb-18,1.2273
12-Feb-18,1.2263
13-Feb-18,1.2333
14-Feb-18,1.2348
15-Feb-18,1.2493
16-Feb-18,1.2464
20-Feb-18,1.234
21-Feb-18,1.2312
22-Feb-18,1.2276
23-Feb-18,1.2299
26-Feb-18,1.232
27-Feb-18,1.2301
28-Feb-18,1.2214
1-Mar-18,1.2171
2-Mar-18,1.2312
5-Mar-18,1.2307
6-Mar-18,1.2411
7-Mar-18,1.2417
8-Mar-18,1.2421
9-Mar-18,1.2291
12-Mar-18,1.2302
13-Mar-18,1.2378
14-Mar-18,1.2369
15-Mar-18,1.2341
16-Mar-18,1.2301
19-Mar-18,1.2309
20-Mar-18,1.2276
21-Mar-18,1.2286
22-Mar-18,1.2316
23-Mar-18,1.2346
26-Mar-18,1.2411
27-Mar-18,1.2376
28-Mar-18,1.2398
29-Mar-18,1.2321
30-Mar-18,
2-Apr-18,
3-Apr-18,1.2308
4-Apr-18,1.2276
5-Apr-18,1.226
6-Apr-18,1.2234
9-Apr-18,1.2304
10-Apr-18,1.2361
11-Apr-18,1.2384
12-Apr-18,1.2323
13-Apr-18,1.2317
16-Apr-18,1.237
17-Apr-18,1.2357
18-Apr-18,1.2388
19-Apr-18,1.2382
20-Apr-18,1.2309
23-Apr-18,1.2238
24-Apr-18,1.2213
25-Apr-18,1.2185
26-Apr-18,1.2168
27-Apr-18,1.207
30-Apr-18,1.2079
1-May-18,
2-May-18,1.2007
3-May-18,1.1992
4-May-18,1.1969
7-May-18,1.1902
8-May-18,1.187
9-May-18,1.1879
10-May-18,1.1878
11-May-18,1.1934
14-May-18,1.1988
15-May-18,1.1883
16-May-18,1.1784
17-May-18,1.1805
18-May-18,1.1781
21-May-18,1.1759
22-May-18,1.1794
23-May-18,1.1708
24-May-18,1.1728
25-May-18,1.1675
29-May-18,1.1558
30-May-18,1.1632
31-May-18,1.1699
1-Jun-18,1.1669
4-Jun-18,1.1737
5-Jun-18,1.1675
6-Jun-18,1.1765
7-Jun-18,1.1836
